Date,Promotion,Event Name,Location 1,Location 2
Jun 14th 2015,WWE,Money In The Bank '15,Columbus,Ohio
Jun 13th 2015,WWE,WWE Live,Dayton,Ohio
Jun 13th 2015,WWE,WWE Live,Terre Haute,Indiana
Jun 12th 2015,WWE,WWE Live,Springfield,Illinois
Jun 9th 2015,WWE,Smackdown Taping,Lafayette,Louisiana
Jun 9th 2015,WWE,Main Event Taping,Lafayette,Louisiana
Jun 8th 2015,WWE,Monday Night Raw,New Orleans,Louisiana
Jun 8th 2015,WWE,Superstars Taping #322,New Orleans,Louisiana
Jun 7th 2015,WWE,WWE Live,Pensacola,Florida
Jun 7th 2015,WWE,WWE Live,Lake Charles,Louisiana
Jun 6th 2015,WWE,WWE Live,Salt Lake City,Utah
Jun 6th 2015,WWE,WWE Live,Baton Rouge,Louisiana
Jun 5th 2015,WWE,WWE Live,Jackson,Mississippi
Jun 2nd 2015,WWE,Smackdown Taping,Houston,Texas
Jun 2nd 2015,WWE,Superstars Taping #320 - Part #2,Houston,Texas
Jun 2nd 2015,WWE,Main Event Taping,Houston,Texas
Jun 1st 2015,WWE,Monday Night Raw,San Antonio,Texas
Jun 1st 2015,WWE,Superstars Taping #320 - Part #1,San Antonio,Texas
May 31st 2015,WWE,Elimination Chamber '15,Corpus Christi,Texas
May 30th 2015,WWE,WWE Live,Laredo,Texas
May 30th 2015,WWE,WWE Live,Greensboro,North Carolina
May 29th 2015,WWE,WWE Live,Raleigh,North Carolina
May 26th 2015,WWE,Smackdown Taping,Wilkes-Barre,Pennsylvania
May 26th 2015,WWE,Main Event Taping,Wilkes-Barre,Pennsylvania
May 25th 2015,WWE,Monday Night Raw,Uniondale,New York
May 25th 2015,WWE,Superstars Taping #319,Uniondale,New York
May 24th 2015,WWE,WWE Live,White Plains,New York
May 24th 2015,WWE,WWE Live,Binghamton,New York
May 23rd 2015,WWE,WWE Live,Worcester,Massachusetts
May 23rd 2015,WWE,WWE Live,Utica,New York
May 22nd 2015,WWE,WWE Live,Manchester,New Hampshire
May 19th 2015,WWE,Smackdown Taping,Norfolk,Virginia
May 19th 2015,WWE,Main Event Taping,Norfolk,Virginia
May 18th 2015,WWE,Monday Night Raw,Richmond,Virginia
May 18th 2015,WWE,Superstars Taping #318,Richmond,Virginia
May 17th 2015,WWE,Payback '15,Baltimore,Maryland
May 16th 2015,WWE,WWE Live,Newark,Delaware
May 16th 2015,WWE,WWE Live,Atlantic City,New Jersey
May 15th 2015,WWE,WWE Live,State College,Pennsylvania
May 12th 2015,WWE,Smackdown Taping,Evansville,Indiana
May 12th 2015,WWE,Main Event Taping,Evansville,Indiana
May 11th 2015,WWE,Monday Night Raw,Cincinnati,Ohio
May 11th 2015,WWE,Superstars Taping #317,Cincinnati,Ohio
May 10th 2015,WWE,WWE Live,Lexington,Kentucky
May 10th 2015,WWE,WWE Live,Wheeling,West Virginia
May 9th 2015,WWE,WWE Live,Louisville,Kentucky
May 9th 2015,WWE,WWE Live,Charleston,West Virginia
May 8th 2015,WWE,WWE Live,Broomfield,Colorado
May 5th 2015,WWE,Smackdown Taping,Ottawa,Ontario
May 5th 2015,WWE,Main Event Taping,Ottawa,Ontario
May 4th 2015,WWE,Monday Night Raw,Montreal,Quebec
May 4th 2015,WWE,Superstars Taping #316,Montreal,Quebec
May 3rd 2015,WWE,WWE Live,St. John,New Brunswick
May 3rd 2015,WWE,WWE Live,Oshawa,Ontario
May 2nd 2015,WWE,WWE Live,Hamilton,Ontario
May 2nd 2015,WWE,WWE Live,Halifax,Nova Scotia
May 1st 2015,WWE,WWE Live,Syracuse,New York
Apr 28th 2015,WWE,Smackdown Taping,Moline,Illinois
Apr 28th 2015,WWE,Main Event Taping,Moline,Illinois
Apr 28th 2015,WWE,WWE Network Exclusive - King of The Ring '15,Moline,Illinois
Apr 27th 2015,WWE,Monday Night Raw,Green Bay,Wisconsin
Apr 27th 2015,WWE,Superstars Taping #315,Green Bay,Wisconsin
Apr 26th 2015,WWE,Extreme Rules '15,Chicago,Illinois
Apr 21st 2015,WWE,Smackdown Taping,Providence,Rhode Island
Apr 21st 2015,WWE,Main Event Taping,Providence,Rhode Island
Apr 20th 2015,WWE,Monday Night Raw,Albany,New York
Apr 20th 2015,WWE,Superstars Taping #314,Albany,New York
Apr 18th 2015,WWE,WWE Live,Zurich,Canton of Zurich
Apr 18th 2015,WWE,WWE Live,Nuremberg,Bavaria
Apr 17th 2015,WWE,WWE Live,Dortmund,North Rhine-Westphalia
Apr 17th 2015,WWE,WWE Live,Antwerp,Antwerp
Apr 16th 2015,WWE,WWE Live,Toulouse,Midi-Pyrenees
Apr 16th 2015,WWE,WWE Live,Budapest,Central Hungary
Apr 15th 2015,WWE,WWE Live,Warsaw,Masovian Voivodeship
Apr 15th 2015,WWE,WWE Live,Hamburg,Lower Saxony
Apr 14th 2015,WWE,WWE Live,Bournemouth,England
Apr 14th 2015,WWE,Smackdown! Taping,London,England
Apr 14th 2015,WWE,Main Event Taping,London,England
Apr 13th 2015,WWE,Monday Night Raw Taping,London,England
Apr 13th 2015,WWE,Superstars Taping #313,London,England
Apr 12th 2015,WWE,WWE Live,Manchester,England
Apr 12th 2015,WWE,WWE Live,Cardiff,Wales
Apr 12th 2015,WWE,WWE Live,Leeds,England
Apr 11th 2015,WWE,WWE Live,Birmingham,England
Apr 11th 2015,WWE,WWE Live,Nottingham,England
Apr 10th 2015,WWE,WWE Live,Sheffield,England
Apr 10th 2015,WWE,WWE Live,Belfast,Northern Ireland
Apr 9th 2015,WWE,WWE Live,Dublin,Leinster
Apr 9th 2015,WWE,WWE Live,Newcastle-upon-Tyne,England
Apr 8th 2015,WWE,WWE Live,Glasgow,Scotland
Apr 7th 2015,WWE,Smackdown! Taping,Dallas,Texas
Apr 7th 2015,WWE,Main Event Taping,Dallas,Texas
Apr 6th 2015,WWE,Monday Night Raw,Austin,Texas
Apr 6th 2015,WWE,Superstars Taping #312,Austin,Texas
Mar 31st 2015,WWE,Smackdown! Taping,Fresno,California
Mar 31st 2015,WWE,Main Event Taping,Fresno,California
Mar 30th 2015,WWE,Monday Night Raw,San Jose,California
Mar 30th 2015,WWE,Superstars Taping #311,San Jose,California
Mar 29th 2015,WWE,WrestleMania 31,Santa Clara,California
Mar 23rd 2015,WWE,Smackdown Taping,Los Angeles,California
Mar 23rd 2015,WWE,Monday Night Raw,Los Angeles,California
Mar 23rd 2015,WWE,Main Event Taping,Los Angeles,California
Mar 22nd 2015,WWE,WWE Live - Road To Wrestlemania,San Diego,California
Mar 22nd 2015,WWE,WWE Live - Road To Wrestlemania,Ontario,California
Mar 21st 2015,WWE,WWE Live - Road To Wrestlemania,Phoenix,Arizona
Mar 21st 2015,WWE,WWE Live - Road To Wrestlemania,Anaheim,California
Mar 20th 2015,WWE,WWE Live - Road To Wrestlemania,Tucson,Arizona
Mar 17th 2015,WWE,Smackdown Taping,Kansas City,Missouri
Mar 17th 2015,WWE,Superstars Taping #310,Kansas City,Missouri
Mar 17th 2015,WWE,Main Event Taping,Kansas City,Missouri
Mar 16th 2015,WWE,Monday Night Raw,Des Moines,Iowa
Mar 16th 2015,WWE,Superstars Taping #309,Des Moines,Iowa
Mar 15th 2015,WWE,WWE Live - Road To Wrestlemania,Portland,Oregon
Mar 15th 2015,WWE,WWE Live - Road To Wrestlemania,Minneapolis,Minnesota
Mar 14th 2015,WWE,WWE Live - Road To Wrestlemania,Milwaukee,Wisconsin
Mar 14th 2015,WWE,WWE Live - Road To Wrestlemania,Seattle,Washington
Mar 13th 2015,WWE,WWE Live - Road To Wrestlemania,Abbotsford,British Columbia
Mar 10th 2015,WWE,Smackdown Taping,Detroit,Michigan
Mar 10th 2015,WWE,Main Event Taping,Detroit,Michigan
Mar 9th 2015,WWE,Monday Night Raw,Pittsburgh,Pennsylvania
Mar 9th 2015,WWE,Superstars Taping #308,Pittsburgh,Pennsylvania
Mar 8th 2015,WWE,WWE Live - Road To Wrestlemania,Youngstown,Ohio
Mar 8th 2015,WWE,WWE Live - Road To Wrestlemania,Allentown,Pennsylvania
Mar 7th 2015,WWE,WWE Live - Road To Wrestlemania,Brooklyn,New York
Mar 7th 2015,WWE,WWE Live - Road To Wrestlemania,Erie,Pennsylvania
Mar 6th 2015,WWE,WWE Live - Road To Wrestlemania,Rochester,New York
Mar 3rd 2015,WWE,Smackdown Taping,Washington,DC
Mar 3rd 2015,WWE,Main Event Taping,Washington,DC
Mar 2nd 2015,WWE,Monday Night Raw,Newark,New Jersey
Mar 2nd 2015,WWE,Superstars Taping #307,Newark,New Jersey
Mar 1st 2015,WWE,WWE Live - Road To Wrestlemania,Uniondale,New York
Mar 1st 2015,WWE,WWE Live - Road To Wrestlemania,Buffalo,New York
Feb 28th 2015,WWE,WWE Live - Road To Wrestlemania,Bridgeport,Connecticut
Feb 28th 2015,WWE,WWE Live - Road To Wrestlemania,Toronto,Ontario
Feb 27th 2015,WWE,MSG Show (Feb. '15) - Hulk Hogan Appreciation Night,New York,New York
Feb 24th 2015,WWE,Smackdown Taping,Atlanta,Georgia
Feb 24th 2015,WWE,Main Event Taping,Atlanta,Georgia
Feb 23rd 2015,WWE,Monday Night Raw,Nashville,Tennessee
Feb 23rd 2015,WWE,Superstars Taping #306,Nashville,Tennessee
Feb 22nd 2015,WWE,Fastlane '15,Memphis,Tennessee
Feb 17th 2015,WWE,Smackdown Taping,Fort Lauderdale,Florida
Feb 17th 2015,WWE,Main Event Taping,Fort Lauderdale,Florida
Feb 16th 2015,WWE,Monday Night Raw,Orlando,Florida
Feb 16th 2015,WWE,Superstars Taping #305,Orlando,Florida
Feb 15th 2015,WWE,WWE Live - Road To Wrestlemania,Estero,Florida
Feb 14th 2015,WWE,WWE Live - Road To Wrestlemania,Tampa,Florida
Feb 14th 2015,WWE,WWE In Abu Dhabi - Day 3,Abu Dhabi,Emirate of Abu Dhabi
Feb 13th 2015,WWE,WWE In Abu Dhabi - Day 2,Abu Dhabi,Emirate of Abu Dhabi
Feb 12th 2015,WWE,WWE In Abu Dhabi - Day 1,Abu Dhabi,Emirate of Abu Dhabi
Feb 10th 2015,WWE,Smackdown Taping,Dayton,Ohio
Feb 10th 2015,WWE,Main Event Taping,Dayton,Ohio
Feb 9th 2015,WWE,Monday Night Raw,Columbus,Ohio
Feb 9th 2015,WWE,Superstars Taping #304,Columbus,Ohio
Feb 8th 2015,WWE,WWE Live - Road To Wrestlemania,Canton,Ohio
Feb 8th 2015,WWE,WWE Live - Road To Wrestlemania,Huntington,West Virginia
Feb 7th 2015,WWE,WWE Live - Road To Wrestlemania,Jacksonville,Florida
Feb 7th 2015,WWE,WWE Live - Road To Wrestlemania,Salt Lake City,Utah
Feb 6th 2015,WWE,WWE Live - Road To Wrestlemania,North Charleston,South Carolina
Feb 3rd 2015,WWE,Smackdown Taping,Colorado Springs,Colorado
Feb 3rd 2015,WWE,Main Event Taping,Colorado Springs,Colorado
Feb 2nd 2015,WWE,Monday Night Raw,Denver,Colorado
Feb 2nd 2015,WWE,Superstars Taping #303,Denver,Colorado
Feb 1st 2015,WWE,WWE Live - Road To Wrestlemania,Loveland,Colorado
Feb 1st 2015,WWE,WWE Live - Road To Wrestlemania,Calgary,Alberta
Jan 31st 2015,WWE,WWE Live - Road To Wrestlemania,Albuquerque,New Mexico
Jan 31st 2015,WWE,WWE Live - Road To Wrestlemania,Edmonton,Alberta
Jan 30th 2015,WWE,WWE Live - Road To Wrestlemania,Las Cruces,New Mexico
Jan 29th 2015,WWE,Main Event Taping,Hartford,Connecticut
Jan 29th 2015,WWE,Smackdown Live,Hartford,Connecticut
Jan 25th 2015,WWE,Royal Rumble '15,Philadelphia,Pennsylvania
Jan 24th 2015,WWE,WWE Live - Road To Wrestlemania,East Rutherford,New Jersey
Jan 23rd 2015,WWE,WWE Live - Road To Wrestlemania,Trenton,New Jersey
Jan 20th 2015,WWE,Main Event Taping,Austin,Texas
Jan 20th 2015,WWE,Smackdown Taping,Austin,Texas
Jan 19th 2015,WWE,Monday Night Raw - A Raw Reunion,Dallas,Texas
Jan 19th 2015,WWE,Superstars Taping #302,Dallas,Texas
Jan 18th 2015,WWE,WWE Live,San Antonio,Texas
Jan 18th 2015,WWE,WWE Live,Houston,Texas
Jan 17th 2015,WWE,WWE Live,Abilene,Texas
Jan 17th 2015,WWE,WWE Live,Las Vegas,Nevada
Jan 16th 2015,WWE,WWE Live,St. Louis,Missouri
Jan 13th 2015,WWE,Smackdown Taping,Baton Rouge,Louisiana
Jan 13th 2015,WWE,Main Event,Baton Rouge,Louisiana
Jan 12th 2015,WWE,Monday Night Raw,New Orleans,Louisiana
Jan 12th 2015,WWE,Superstars Taping #301,New Orleans,Louisiana
Jan 11th 2015,WWE,WWE Live,Mobile,Alabama
Jan 11th 2015,WWE,WWE Live,Shreveport,Louisiana
Jan 10th 2015,WWE,WWE Live,Sacramento,California
Jan 10th 2015,WWE,WWE Live,Montgomery,Alabama
Jan 9th 2015,WWE,WWE Live,Chattanooga,Tennessee
Jan 6th 2015,WWE,Smackdown Taping,Laredo,Texas
Jan 6th 2015,WWE,Main Event,Laredo,Texas
Jan 5th 2015,WWE,Monday Night Raw,Corpus Christi,Texas
Jan 5th 2015,WWE,Superstars Taping #300,Corpus Christi,Texas
Jan 4th 2015,WWE,WWE Live,Beaumont,Texas
Jan 4th 2015,WWE,WWE Live,Hidalgo,Texas
Dec 30th 2014,WWE,WWE Live - Holiday Tour,Los Angeles,California
Dec 30th 2014,WWE,Smackdown Taping,Norfolk,Virginia
Dec 30th 2014,WWE,Main Event,Norfolk,Virginia
Dec 29th 2014,WWE,Monday Night Raw,Washington,DC
Dec 29th 2014,WWE,WWE Live - Holiday Tour,Richmond,Virginia
Dec 29th 2014,WWE,Superstars Taping #299,Washington,DC
Dec 28th 2014,WWE,WWE Live - Holiday Tour,Hershey,Pennsylvania
Dec 28th 2014,WWE,WWE Live - Holiday Tour,Pittsburgh,Pennsylvania
Dec 27th 2014,WWE,WWE Live - Holiday Tour,Uniondale,New York
Dec 27th 2014,WWE,WWE Live - Holiday Tour,Cincinnati,Ohio
Dec 26th 2014,WWE,WWE Live - Holiday Tour,Chicago,Illinois
Dec 26th 2014,WWE,MSG Show (Dec '14) - Holiday Tour,New York,New York
Dec 22nd 2014,WWE,Monday Night Raw: It's a RAW Christmas!,Minneapolis,Minnesota
Dec 22nd 2014,WWE,Superstars Taping #298,Minneapolis,Minnesota
Dec 21st 2014,WWE,Smackdown Taping,Sioux City,Iowa
Dec 21st 2014,WWE,Main Event Taping,Sioux City,Iowa
Dec 20th 2014,WWE,WWE Live,Sioux Falls,South Dakota
Dec 20th 2014,WWE,WWE Live,Winnipeg,Manitoba
Dec 16th 2014,WWE,Super Smackdown Live - #800,Grand Rapids,Michigan
Dec 16th 2014,WWE,Main Event,Grand Rapids,Michigan
Dec 15th 2014,WWE,Monday Night Raw,Detroit,Michigan
Dec 15th 2014,WWE,Superstars Taping #297,Detroit,Michigan
Dec 14th 2014,WWE,"TLC: Tables, Ladders, Chairs ... and Stairs '14",Cleveland,Ohio
Dec 13th 2014,WWE,WWE Live,Wheeling,West Virginia
Dec 9th 2014,WWE,Smackdown Taping,Columbus,Georgia
Dec 9th 2014,WWE,Tribute To The Troops '14 taping,Columbus,Georgia
Dec 8th 2014,WWE,Monday Night Raw - 2014 Slammy Awards,Greenville,South Carolina
Dec 7th 2014,WWE,WWE Live,Charlotte,North Carolina
Dec 6th 2014,WWE,WWE Live,Augusta,Georgia
Dec 6th 2014,WWE,WWE Live,Fairfax,Virginia
Dec 5th 2014,WWE,WWE Live,Columbia,South Carolina
Dec 2nd 2014,WWE,Smackdown Taping,Oklahoma City,Oklahoma
Dec 2nd 2014,WWE,Main Event,Oklahoma City,Oklahoma
Dec 1st 2014,WWE,Monday Night Raw,Tulsa,Oklahoma
Dec 1st 2014,WWE,Superstars Taping #295,Tulsa,Oklahoma
Nov 30th 2014,WWE,WWE Live,Springfield,Missouri
Nov 25th 2014,WWE,Smackdown Taping,Fort Wayne,Indiana
Nov 25th 2014,WWE,Main Event,Fort Wayne,Indiana
Nov 24th 2014,WWE,Monday Night Raw,Indianapolis,Indiana
Nov 24th 2014,WWE,Superstars Taping #294,Indianapolis,Indiana
Nov 23rd 2014,WWE,Survivor Series '14,St. Louis,Missouri
Nov 18th 2014,WWE,Smackdown Taping,Knoxville,Tennessee
Nov 18th 2014,WWE,Main Event,Knoxville,Tennessee
Nov 17th 2014,WWE,Monday Night Raw,Roanoke,Virginia
Nov 17th 2014,WWE,Superstars Taping #293,Roanoke,Virginia
Nov 15th 2014,WWE,WWE Live,Bolzano,Trentino
Nov 15th 2014,WWE,WWE Live,Frankfurt,Hesse
Nov 14th 2014,WWE,WWE Live,Milan,Lombardy
Nov 14th 2014,WWE,WWE Live,Braunschweig,Lower Saxony
Nov 13th 2014,WWE,WWE Live,Madrid,Madrid
Nov 13th 2014,WWE,WWE Live,Glasgow,Scotland
Nov 12th 2014,WWE,WWE Live,Paris,Ile-de-France
Nov 12th 2014,WWE,WWE Live,Newcastle-upon-Tyne,England
Nov 11th 2014,WWE,WWE Live,Brighton,England
Nov 11th 2014,WWE,Smackdown Taping,Liverpool,England
Nov 11th 2014,WWE,Main Event Taping,Liverpool,England
Nov 10th 2014,WWE,WWE Live,Bournemouth,England
Nov 10th 2014,WWE,Superstars Taping #292,Liverpool,England
Nov 10th 2014,WWE,Monday Night Raw Taping,Liverpool,England
Nov 9th 2014,WWE,WWE Live,Nottingham,England
Nov 9th 2014,WWE,WWE Live,Leeds,England
Nov 8th 2014,WWE,WWE Live,Minehead,England
Nov 8th 2014,WWE,WWE Live,Manchester,England
Nov 7th 2014,WWE,WWE Live,Birmingham,England
Nov 7th 2014,WWE,WWE Live,Belfast,Northern Ireland
Nov 6th 2014,WWE,WWE Live,Dublin,Leinster
Nov 6th 2014,WWE,WWE Live,Cardiff,Wales
Nov 5th 2014,WWE,WWE Live,London,England
Nov 4th 2014,WWE,Smackdown! Taping,Albany,New York
Nov 4th 2014,WWE,Main Event,Albany,New York
Nov 3rd 2014,WWE,Network Exclusive,Buffalo,New York
Nov 3rd 2014,WWE,Monday Night Raw,Buffalo,New York
Nov 3rd 2014,WWE,Superstars Taping #291,Buffalo,New York
Nov 2nd 2014,WWE,WWE Live,Syracuse,New York
Nov 2nd 2014,WWE,WWE Live,Binghamton,New York
Oct 28th 2014,WWE,Smackdown! Taping,Houston,Texas
Oct 28th 2014,WWE,Main Event,Houston,Texas
Oct 27th 2014,WWE,Monday Night Raw,San Antonio,Texas
Oct 27th 2014,WWE,Superstars Taping #290,San Antonio,Texas
Oct 26th 2014,WWE,Hell in a Cell '14,Dallas,Texas
Oct 21st 2014,WWE,Smackdown Taping,Wichita,Kansas
Oct 21st 2014,WWE,Main Event,Wichita,Kansas
Oct 20th 2014,WWE,Monday Night Raw,Kansas City,Missouri
Oct 20th 2014,WWE,Superstars Taping #289,Kansas City,Missouri
Oct 19th 2014,WWE,WWE Live,Monterrey,Nuevo León
Oct 19th 2014,WWE,WWE Live,Topeka,Kansas
Oct 18th 2014,WWE,WWE Live,Quebec City,Quebec
Oct 18th 2014,WWE,WWE Live,Mexico City,Federal District
Oct 17th 2014,WWE,WWE Live,Montreal,Quebec
Oct 14th 2014,WWE,Smackdown! Taping,Birmingham,Alabama
Oct 14th 2014,WWE,Main Event,Birmingham,Alabama
Oct 13th 2014,WWE,Monday Night Raw,Atlanta,Georgia
Oct 13th 2014,WWE,Superstars Taping #288,Atlanta,Georgia
Oct 12th 2014,WWE,WWE Live,Savannah,Georgia
Oct 11th 2014,WWE,WWE Live,Macon,Georgia
Oct 11th 2014,WWE,WWE Live,Kuala Lumpur,Federal Territory
Oct 10th 2014,WWE,WWE Live,Kuala Lumpur,Federal Territory
Oct 7th 2014,WWE,Smackdown 15th Anniversary Show Taping,Philadelphia,Pennsylvania
Oct 7th 2014,WWE,Main Event,Philadelphia,Pennsylvania
Oct 6th 2014,WWE,Monday Night Raw,Brooklyn,New York
Oct 6th 2014,WWE,Superstars Taping #287,Brooklyn,New York
Oct 5th 2014,WWE,WWE Live,Bridgeport,Connecticut
Oct 5th 2014,WWE,WWE Live,Allentown,Pennsylvania
Oct 4th 2014,WWE,WWE Live,Trenton,New Jersey
Oct 4th 2014,WWE,WWE Live,Providence,Rhode Island
Oct 3rd 2014,WWE,WWE Live,Toronto,Ontario
Sep 30th 2014,WWE,Smackdown Taping,Milwaukee,Wisconsin
Sep 30th 2014,WWE,Main Event,Milwaukee,Wisconsin
Sep 29th 2014,WWE,Monday Night Raw,Chicago,Illinois
Sep 29th 2014,WWE,Superstars Taping #286,Chicago,Illinois
Sep 28th 2014,WWE,WWE Live,Moline,Illinois
Sep 28th 2014,WWE,WWE Live,Toledo,Ohio
Sep 27th 2014,WWE,WWE Live,Atlantic City,New Jersey
Sep 27th 2014,WWE,WWE Live,Youngstown,Ohio
Sep 26th 2014,WWE,WWE Live,East Rutherford,New Jersey
Sep 23rd 2014,WWE,Smackdown Taping,Little Rock,Arkansas
Sep 23rd 2014,WWE,Main Event,Little Rock,Arkansas
Sep 22nd 2014,WWE,Monday Night Raw,Memphis,Tennessee
Sep 22nd 2014,WWE,Superstars Taping #285,Memphis,Tennessee
Sep 21st 2014,WWE,Night of Champions '14,Nashville,Tennessee
Sep 20th 2014,WWE,WWE Live,Huntsville,Alabama
Sep 20th 2014,WWE,WWE Live,Lexington,Kentucky
Sep 19th 2014,WWE,WWE Live,Charleston,West Virginia
Sep 16th 2014,WWE,Smackdown Taping,Biloxi,Mississippi
Sep 16th 2014,WWE,Main Event,Biloxi,Mississippi
Sep 15th 2014,WWE,Monday Night Raw,Lafayette,Louisiana
Sep 15th 2014,WWE,Superstars Taping #284,Lafayette,Louisiana
Sep 14th 2014,WWE,WWE Live,Monroe,Louisiana
Sep 14th 2014,WWE,WWE Live,Boston,Massachusetts
Sep 13th 2014,WWE,WWE Live,Jackson,Mississippi
Sep 13th 2014,WWE,WWE Live,Springfield,Massachusetts
Sep 12th 2014,WWE,WWE Live,White Plains,New York
Sep 9th 2014,WWE,Smackdown Taping,Wilkes-Barre,Pennsylvania
Sep 9th 2014,WWE,Main Event,Wilkes-Barre,Pennsylvania
Sep 8th 2014,WWE,Monday Night Raw,Baltimore,Maryland
Sep 8th 2014,WWE,Superstars Taping #283,Baltimore,Maryland
Sep 7th 2014,WWE,WWE Live,Salisbury,Maryland
Sep 7th 2014,WWE,WWE Live,State College,Pennsylvania
Sep 6th 2014,WWE,WWE Live,Hampton,Virginia
Sep 6th 2014,WWE,WWE Live,Dayton,Ohio
Sep 5th 2014,WWE,WWE Live,Terre Haute,Indiana
Sep 2nd 2014,WWE,Smackdown Taping,Lincoln,Nebraska
Sep 2nd 2014,WWE,Main Event,Lincoln,Nebraska
Sep 1st 2014,WWE,Monday Night Raw,Des Moines,Iowa
Sep 1st 2014,WWE,Superstars Taping #282,Des Moines,Iowa
Aug 26th 2014,WWE,Smackdown Taping,Ontario,California
Aug 26th 2014,WWE,Main Event,Ontario,California
Aug 25th 2014,WWE,Monday Night Raw,Anaheim,California
Aug 25th 2014,WWE,Superstars Taping #281,Anaheim,California
Aug 24th 2014,WWE,Live Fresno Show,Fresno,California
Aug 24th 2014,WWE,Live Bakersfield Show,Bakersfield,California
Aug 23rd 2014,WWE,WWE Live,San Diego,California
Aug 23rd 2014,WWE,WWE Live,Sacramento,California
Aug 22nd 2014,WWE,WWE Live,Stockton,California
Aug 19th 2014,WWE,Smackdown Taping,Phoenix,Arizona
Aug 19th 2014,WWE,Main Event,Phoenix,Arizona
Aug 18th 2014,WWE,Monday Night Raw,Las Vegas,Nevada
Aug 18th 2014,WWE,Superstars Taping #280,Las Vegas,Nevada
Aug 17th 2014,WWE,SummerSlam '14,Los Angeles,California
Aug 16th 2014,WWE,SummerSlam Heatwave Tour,San Jose,California
Aug 12th 2014,WWE,Smackdown Taping,Seattle,Washington
Aug 12th 2014,WWE,Main Event,Seattle,Washington
Aug 11th 2014,WWE,Superstars Taping #279,Portland,Oregon
Aug 11th 2014,WWE,Monday Night Raw: Hulk Hogan's Birthday Celebration,Portland,Oregon
Aug 10th 2014,WWE,WWE Live,Yakima,Washington
Aug 9th 2014,WWE,WWE Live,Abbotsford,British Columbia
Aug 9th 2014,WWE,WWE Live,Perth,Western Australia
Aug 8th 2014,WWE,WWE Live,Sydney,New South Wales
Aug 7th 2014,WWE,WWE Live,Melbourne,Victoria
Aug 5th 2014,WWE,Smackdown Taping,Laredo,Texas
Aug 5th 2014,WWE,Main Event,Laredo,Texas
Aug 4th 2014,WWE,Superstars Taping #278,Austin,Texas
Aug 4th 2014,WWE,Monday Night Raw,Austin,Texas
Aug 3rd 2014,WWE,WWE Live,San Antonio,Texas
Aug 3rd 2014,WWE,WWE Live,San Angelo,Texas
Aug 2nd 2014,WWE,WWE Live,Lubbock,Texas
Jul 29th 2014,WWE,Smackdown Taping,Corpus Christi,Texas
Jul 29th 2014,WWE,Main Event,Corpus Christi,Texas
Jul 28th 2014,WWE,Superstars Taping #277,Houston,Texas
Jul 28th 2014,WWE,Monday Night Raw,Houston,Texas
Jul 27th 2014,WWE,WWE Live,Calgary,Alberta
Jul 27th 2014,WWE,WWE Live,Dallas,Texas
Jul 26th 2014,WWE,WWE Live,Oklahoma City,Oklahoma
Jul 26th 2014,WWE,WWE Live,Edmonton,Alberta
Jul 25th 2014,WWE,WWE Live,Tulsa,Oklahoma
Jul 22nd 2014,WWE,Smackdown Taping,Orlando,Florida
Jul 22nd 2014,WWE,Main Event,Orlando,Florida
Jul 21st 2014,WWE,Superstars Taping #276,Miami,Florida
Jul 21st 2014,WWE,Monday Night Raw,Miami,Florida
Jul 20th 2014,WWE,Battleground '14,Tampa,Florida
Jul 19th 2014,WWE,WWE Live,Tallahassee,Florida
Jul 18th 2014,WWE,WWE Live,Pensacola,Florida
Jul 15th 2014,WWE,Smackdown Taping,Fayetteville,North Carolina
Jul 15th 2014,WWE,Main Event,Fayetteville,North Carolina
Jul 14th 2014,WWE,Superstars Taping #275,Richmond,Virginia
Jul 14th 2014,WWE,Monday Night Raw,Richmond,Virginia
Jul 13th 2014,WWE,WWE Live,Wildwood,New Jersey
Jul 12th 2014,WWE,Summer Heatwave Tour,New York,New York
Jul 12th 2014,WWE,WWE Live,Osaka,Osaka
Jul 11th 2014,WWE,WWE Live,Tokyo,Tokyo
Jul 10th 2014,WWE,WWE Live,Tokyo,Tokyo
Jul 8th 2014,WWE,Smackdown Taping,Ottawa,Ontario
Jul 8th 2014,WWE,Main Event,Ottawa,Ontario
Jul 7th 2014,WWE,Superstars Taping #274,Montreal,Quebec
Jul 7th 2014,WWE,Monday Night Raw,Montreal,Quebec
Jul 6th 2014,WWE,WWE Live,Kingston,Ontario
Jul 6th 2014,WWE,WWE Live,Toronto,Ontario
Jul 5th 2014,WWE,WWE Live,Broomfield,Colorado
Jul 5th 2014,WWE,WWE Live,London,Ontario
Jul 4th 2014,WWE,WWE Live,Windsor,Ontario
Jul 1st 2014,WWE,Smackdown Taping,Newark,New Jersey
Jul 1st 2014,WWE,Main Event,Newark,New Jersey
Jun 30th 2014,WWE,Monday Night Raw,Hartford,Connecticut
Jun 30th 2014,WWE,Superstars Taping #273,Hartford,Connecticut
Jun 29th 2014,WWE,Money In The Bank '14,Boston,Massachusetts
Jun 28th 2014,WWE,WWE Live,Bangor,Maine
Jun 28th 2014,WWE,WWE Live,Portland,Maine
Jun 24th 2014,WWE,Main Event,Pittsburgh,Pennsylvania
Jun 24th 2014,WWE,Smackdown Taping,Pittsburgh,Pennsylvania
Jun 23rd 2014,WWE,Superstars Taping #272,Washington,DC
Jun 23rd 2014,WWE,Monday Night Raw,Washington,DC
